Fecha,Departamento,Municipio,Barrio,Clase de sitio,Arma empleada,Código DANE,CLASE,MARCA,LINEA,MODELO,COLOR
9/01/18,GUAJIRA,VILLANUEVA,VEREDA LAS FLORES,FINCAS Y SIMILARES,ARMA DE FUEGO,44874000,CAMIONETA,TOYOTA,HILUX,2012,GRIS
9/01/18,TOLIMA,ROVIRA,VRDA. MARTINEZ,FINCAS Y SIMILARES,ARMA DE FUEGO,73624000,CAMIONETA,CHEVROLET,DIMAX,2013,AZUL
9/01/18,VALLE,CALI (CT),GRANADA E2,VIAS PUBLICAS,LLAVE MAESTRA,76001000,AUTOMOVIL,KIA,SORENTO,2011,BLANCO
10/01/18,ANTIOQUIA,BELLO,ZAMORA,VIAS PUBLICAS,ARMA DE FUEGO,5088000,AUTOMOVIL,RENAULT,R 9,1989,BEIGE
10/01/18,ANTIOQUIA,MEDELLÍN (CT),BOMBONA 1 C-10,FRENTE A ALMACEN - VIA PUBLICA,ARMA DE FUEGO,5001000,AUTOMOVIL,MAZDA,215HM8,2009,PLATA NIQUEL
10/01/18,ARAUCA,SARAVENA,VEREDA BRISAS DEL SATOCA,VIAS PUBLICAS,ARMA DE FUEGO,81736000,AUTOMOVIL,CHEVROLET,AVEO,2017,GRIS
10/01/18,ARAUCA,TAME,VEREDA AGUA CLARAS,VIAS PUBLICAS,SIN EMPLEO DE ARMAS,81794000,CAMIONETA,MAZDA,BT 50,2012,BLANCO
10/01/18,ATLÁNTICO,BARRANQUILLA (CT),VILLA CAROLINA,VIAS PUBLICAS,LLAVE MAESTRA,8001000,CAMPERO,CHEVROLET,TROOPER DLX,1994,GRIS
10/01/18,ATLÁNTICO,BARRANQUILLA (CT),LA VICTORIA,VIAS PUBLICAS,SIN EMPLEO DE ARMAS,8001000,AUTOMOVIL,NISSAN,VERSA,2017,BLANCO
10/01/18,CAUCA,CORINTO,EL PEDREGAL,CANCHA DE FUTBOL,CONTUNDENTES,19212000,AUTOMOVIL,CHEVROLET,SPRINT,1987,PLATEADO
10/01/18,CUNDINAMARCA,BOGOTÁ D.C. (CT),BOCHICA E-10,VIAS PUBLICAS,LLAVE MAESTRA,11001000,CAMIONETA,MAZDA,BT 50,2012,BLANCO
10/01/18,CUNDINAMARCA,BOGOTÁ D.C. (CT),LA FISCALA E-5,VIAS PUBLICAS,LLAVE MAESTRA,11001000,AUTOMOVIL,HYUNDAI,ATOS SANTRO GL,2007,PLATA
10/01/18,CUNDINAMARCA,BOGOTÁ D.C. (CT),JORGE GAITAN CORTES E-16,VIAS PUBLICAS,ARMA DE FUEGO,11001000,AUTOMOVIL,RENAULT,SANDERO,2009,NEGRO Y BLANCO
10/01/18,CUNDINAMARCA,BOGOTÁ D.C. (CT),LA FRAGUA E-15,FRENTE A RESIDENCIAS - VIA PUBLICA,LLAVE MAESTRA,11001000,VEHICULO-PANEL,CHEVROLET,LINEA STANDARD,2007,BLANCO
10/01/18,CUNDINAMARCA,BOGOTÁ D.C. (CT),LA IGUALDAD E-8,VIAS PUBLICAS,ARMA DE FUEGO,11001000,AUTOMOVIL,KIA,PICANTO LX,2017,ROJO
10/01/18,CUNDINAMARCA,BOGOTÁ D.C. (CT),LOS LAURELES E-7,VIAS PUBLICAS,LLAVE MAESTRA,11001000,AUTOMOVIL,MAZDA,LINEA STANDARD,-,NEGRO
10/01/18,CUNDINAMARCA,BOGOTÁ D.C. (CT),SAN RAFAEL INDUSTRIAL E-16,VIAS PUBLICAS,ARMA DE FUEGO,11001000,CAMPERO,GREAT WALL,HAVAL H3,2013,BLANCO
10/01/18,CUNDINAMARCA,BOGOTÁ D.C. (CT),LA ESTANZUELA E-14,VIAS PUBLICAS,SIN EMPLEO DE ARMAS,11001000,AUTOMOVIL,DAEWOO,CIELO,1997,VERDE OSCURO
10/01/18,CUNDINAMARCA,BOGOTÁ D.C. (CT),BERLÍN E-11,LAVA-AUTOS,SIN EMPLEO DE ARMAS,11001000,CAMIONETA,FORD,RANGER,2011,BLANCO
10/01/18,CUNDINAMARCA,BOGOTÁ D.C. (CT),URB. MONTES I SECTOR E-16,VIAS PUBLICAS,LLAVE MAESTRA,11001000,AUTOMOVIL,CHEVROLET,SPARK,2013,ROJO
10/01/18,CUNDINAMARCA,BOGOTÁ D.C. (CT),OLAYA E-18,VIAS PUBLICAS,LLAVE MAESTRA,11001000,AUTOMOVIL,CHEVROLET,SPARK,2015,BLANCO
10/01/18,CUNDINAMARCA,BOGOTÁ D.C. (CT),CHAPINERO ALTO E-2,VIAS PUBLICAS,ARMA DE FUEGO,11001000,AUTOMOVIL,HYUNDAI,I10GL,2010,PLATA
10/01/18,GUAJIRA,RIOHACHA (CT),20 DE JULIO,FRENTE A RESIDENCIAS - VIA PUBLICA,LLAVE MAESTRA,44001000,AUTOMOVIL,NISSAN,BAMALGF B13SW01,1994,BLANCO
10/01/18,GUAVIARE,SAN JOSÉ DEL GUAVIARE (CT),VEREDA EL RECREO,BODEGAS Y SIMILARES,SIN EMPLEO DE ARMAS,95001000,AUTOMOVIL,CHEVROLET,C 30,1988,BLANCO Y VERDE
10/01/18,NARIÑO,PASTO (CT),CATAMBUCO CENTRO,VIAS PUBLICAS,LLAVE MAESTRA,52001000,CAMIONETA,CHEVROLET,VITARA,2003,BLANCO
10/01/18,VALLE,CALI (CT),CIUDAD CORDOBA E15,VIAS PUBLICAS,LLAVE MAESTRA,76001000,AUTOMOVIL,CHERY,YOYA,2015,BLANCO
10/01/18,VALLE,CALI (CT),LOS ANDES B - LA RIVERA E5,FRENTE A RESIDENCIAS - VIA PUBLICA,LLAVE MAESTRA,76001000,AUTOMOVIL,VOLKSWAGEN,JETTA TRENDLINE,2010,ROJO
10/01/18,VALLE,CALI (CT),LA LUISA E19,VIAS PUBLICAS,LLAVE MAESTRA,76001000,AUTOMOVIL,HYUNDAI,I10 GL 1.1,2016,BLANCO
10/01/18,VALLE,CALI (CT),VILLA DEL PRADO - EL GUABITO E5,VIAS PUBLICAS,LLAVE MAESTRA,76001000,AUTOMOVIL,HYUNDAI,ATOS SANTRO GL,2006,GRIS
10/01/18,VALLE,CALI (CT),LOS ANDES E5,BAHIA,LLAVE MAESTRA,76001000,AUTOMOVIL,HYUNDAI,GRAND I10,2013,GRIS
10/01/18,VALLE,CALI (CT),SANTA MONICA RESIDENCIAL E2,VIAS PUBLICAS,LLAVE MAESTRA,76001000,AUTOMOVIL,KIA,PICANTO EX,2010,BLANCO
10/01/18,VALLE,CALI (CT),PAMPA LINDA E19,VIAS PUBLICAS,LLAVE MAESTRA,76001000,AUTOMOVIL,CHEVROLET,SONIC,2013,AZUL
11/01/18,ANTIOQUIA,ITAGUI,CENTRO,VIAS PUBLICAS,ARMA DE FUEGO,5360000,CAMION,CHEVROLET,NHR,2012,BLANCO
11/01/18,ANTIOQUIA,MARINILLA,CIMARRONAS,VIAS PUBLICAS,ARMA DE FUEGO,5440000,CAMIONETA,CHEVROLET,DIMAX,2012,BLANCO
11/01/18,ANTIOQUIA,MEDELLÍN (CT),BELEN C-16,VIAS PUBLICAS,LLAVE MAESTRA,5001000,AUTOMOVIL,NISSAN,NP300 FRONTIER,2016,GRIS
11/01/18,ANTIOQUIA,MEDELLÍN (CT),CARLOS E. RESTREPO C-11,VIAS PUBLICAS,SIN EMPLEO DE ARMAS,5001000,AUTOMOVIL,MAZDA,323,1993,VERDE
11/01/18,ANTIOQUIA,MEDELLÍN (CT),SAN MARTIN DE PORRES C-6,FRENTE A RESIDENCIAS - VIA PUBLICA,LLAVE MAESTRA,5001000,AUTOMOVIL,MAZDA,323,1986,PLATA
11/01/18,ANTIOQUIA,MEDELLÍN (CT),CALASANZ C-12,FRENTE A RESIDENCIAS - VIA PUBLICA,ARMA DE FUEGO,5001000,AUTOMOVIL,RENAULT,SANDERO,2014,GRIS
11/01/18,ANTIOQUIA,MEDELLÍN (CT),MANRIQUE CENTRAL No. 1  C-4,VIAS PUBLICAS,ARMA DE FUEGO,5001000,AUTOMOVIL,CHEVROLET,SONIC,2013,GRIS
11/01/18,ANTIOQUIA,MEDELLÍN (CT),MONTECLARO C-7,FRENTE A RESIDENCIAS - VIA PUBLICA,LLAVE MAESTRA,5001000,CAMIONETA,MAZDA,B 2200,1994,ROJO
11/01/18,ANTIOQUIA,MEDELLÍN (CT),BARRIO CAYCEDO C-9,VIAS PUBLICAS,ARMA DE FUEGO,5001000,TAXI,HYUNDAI,ATOS PRIME,2008,AMARILLO
11/01/18,ANTIOQUIA,MEDELLÍN (CT),CARIBE C-5,VIAS PUBLICAS,ARMA DE FUEGO,5001000,CAMIONETA,TOYOTA,LAND CRUISER PRADO,2011,BLANCO
11/01/18,ANTIOQUIA,MEDELLÍN (CT),CAMPO AMOR C-15,FRENTE A RESIDENCIAS - VIA PUBLICA,ARMA DE FUEGO,5001000,AUTOMOVIL,RENAULT,STEPWAY,2014,GRIS
11/01/18,ATLÁNTICO,BARRANQUILLA (CT),VILLA SANTOS,VIAS PUBLICAS,ARMA DE FUEGO,8001000,CAMION,CHEVROLET,NHR,2014,BLANCO
11/01/18,ATLÁNTICO,BARRANQUILLA (CT),SAN FELIPE,VIAS PUBLICAS,SIN EMPLEO DE ARMAS,8001000,CAMPERO,CHEVROLET,TROOPER ESTANDAR,1993,VERDE
11/01/18,CALDAS,MANIZALES (CT),SAN ANTONIO,VIAS PUBLICAS,LLAVE MAESTRA,17001000,CAMIONETA,TOYOTA,-,1992,AZUL
11/01/18,CAUCA,POPAYÁN (CT),BELLO HORIZONTE,PARQUEADERO,SIN EMPLEO DE ARMAS,19001000,CAMPERO,MITSUBISHI,LINEA STANDARD,2009,PLATA
11/01/18,CESAR,AGUACHICA,EL PARAISO,VIAS PUBLICAS,SIN EMPLEO DE ARMAS,20011000,AUTOMOVIL,CHEVROLET,AVEO,2010,GRIS
11/01/18,CUNDINAMARCA,BOGOTÁ D.C. (CT),VILLA ANDREA E-8,PARQUEADERO,SIN EMPLEO DE ARMAS,11001000,AUTOMOVIL,FORD,FIESTA,2011,NEGRO
11/01/18,CUNDINAMARCA,BOGOTÁ D.C. (CT),CASTILLA REAL     E-8,VIAS PUBLICAS,LLAVE MAESTRA,11001000,AUTOMOVIL,CHEVROLET,SPARK GO,2009,BLANCO
11/01/18,CUNDINAMARCA,BOGOTÁ D.C. (CT),TUNJUELITO E-6,VIAS PUBLICAS,LLAVE MAESTRA,11001000,AUTOMOVIL,CHEVROLET,SPARK,2018,GRIS
11/01/18,CUNDINAMARCA,BOGOTÁ D.C. (CT),OSORIO DIEZ E-7,PARQUEADERO,LLAVE MAESTRA,11001000,VEHICULO-PANEL,MITSUBISHI,ACAR,2002,PLATEADO
11/01/18,CUNDINAMARCA,BOGOTÁ D.C. (CT),LUCERO BAJO E-19,VIAS PUBLICAS,ARMA DE FUEGO,11001000,TAXI,HYUNDAI,ATOS PRIME GL,2007,AMARILLO
11/01/18,CUNDINAMARCA,BOGOTÁ D.C. (CT),7 DE AGOSTO E-12,VIAS PUBLICAS,ARMA DE FUEGO,11001000,TRACTOMULA,INTERNATIONAL,PROSTAR,2012,VERDE OSCURO
11/01/18,CUNDINAMARCA,BOGOTÁ D.C. (CT),LOS ANGELES E-10,VIAS PUBLICAS,ARMA DE FUEGO,11001000,CAMIONETA,TOYOTA,HILUX,2007,PLATA
11/01/18,NORTE DE SANTANDER,VILLA DEL ROSARIO,BARRIO EL PARAMO,VIAS PUBLICAS,LLAVE MAESTRA,54874000,CAMIONETA,DAIHATSU,TERIOS COLT,2013,ROJO
11/01/18,VALLE,CALI (CT),EL TRONCAL E8,VIAS PUBLICAS,ARMA DE FUEGO,76001000,AUTOMOVIL,DODGE,JOURNEY,2010,PLATEADO
11/01/18,VALLE,CALI (CT),LA HACIENDA E17,VIAS PUBLICAS,LLAVE MAESTRA,76001000,CAMIONETA,KIA,NEW SPORTAGE,2017,GRIS
11/01/18,VALLE,CALI (CT),VALLE GRANDE E21,VIAS PUBLICAS,LLAVE MAESTRA,76001000,AUTOMOVIL,CHEVROLET,AVEO,2008,PLATEADO
11/01/18,VALLE,CALI (CT),BRISAS DE LOS ALAMOS E2,VIAS PUBLICAS,LLAVE MAESTRA,76001000,AUTOMOVIL,CHEVROLET,AVEO,2007,BEIGE
11/01/18,VALLE,CALI (CT),LA FLORESTA E8,VIAS PUBLICAS,LLAVE MAESTRA,76001000,AUTOMOVIL,MAZDA,323,1991,ROJO
11/01/18,VALLE,CALI (CT),EL INGENIO E17,VIAS PUBLICAS,LLAVE MAESTRA,76001000,AUTOMOVIL,HYUNDAI,VELOSTER,2013,BLANCO
12/01/18,ANTIOQUIA,MEDELLÍN (CT),BELEN C-16,VIAS PUBLICAS,ARMA DE FUEGO,5001000,AUTOMOVIL,CHEVROLET,SPARK,2016,BLANCO
12/01/18,ANTIOQUIA,SABANETA,VDA. PAN DE AZUCAR,VIAS PUBLICAS,ARMA DE FUEGO,5631000,CAMION,CHEVROLET,LINEA STANDARD,2015,BLANCO
12/01/18,ATLÁNTICO,BARRANQUILLA (CT),EL RECREO,VIAS PUBLICAS,ARMA DE FUEGO,8001000,AUTOMOVIL,RENAULT,LOGAN,2011,GRIS
12/01/18,ATLÁNTICO,GALAPA,EL CARMEN,VIAS PUBLICAS,ARMA DE FUEGO,8296000,AUTOMOVIL,HYUNDAI,AC 500 1 LS,2014,AMARILLO Y NEGRO
12/01/18,BOLÍVAR,CARTAGENA (CT),MAMONAL,VIAS PUBLICAS,SIN EMPLEO DE ARMAS,13001000,CAMIONETA,CHEVROLET,LUV D MAX,2006,STRATO PLATA
12/01/18,BOLÍVAR,MAGANGUÉ,BARRIO SANTA RITA,BOMBA DE GASOLINA,SIN EMPLEO DE ARMAS,13430000,CAMION,CHEVROLET,C 2503,2017,BLANCO
12/01/18,CAUCA,CALDONO,VDA CRUCERO DE PESCADOR,CARRETERA,LLAVE MAESTRA,19137000,BUS,DODGE,D 600 221,1978,NARANJA
12/01/18,CAUCA,POPAYÁN (CT),VARIANTE NORTE,VIAS PUBLICAS,ARMA DE FUEGO,19001000,AUTOMOVIL,CHEVROLET,LINEA STANDARD,-,GRIS
12/01/18,CAUCA,POPAYÁN (CT),BELLO HORIZONTE,VIAS PUBLICAS,SIN EMPLEO DE ARMAS,19001000,CAMIONETA,MITSUBISHI,CANTER,2019,PLATEADO
12/01/18,CAUCA,POPAYÁN (CT),LA PAZ,VIAS PUBLICAS,LLAVE MAESTRA,19001000,AUTOMOVIL,SUZUKI,ALTO 800,2017,BLANCO
12/01/18,CUNDINAMARCA,BOGOTÁ D.C. (CT),CIUDAD JARDIN SUR E-15,VIAS PUBLICAS,LLAVE MAESTRA,11001000,AUTOMOVIL,HYUNDAI,I10GL,2014,NEGRO
12/01/18,CUNDINAMARCA,BOGOTÁ D.C. (CT),LAS MARGARITAS E-8,VIAS PUBLICAS,SIN EMPLEO DE ARMAS,11001000,AUTOMOVIL,RENAULT,LOGAN,2015,GRIS
12/01/18,CUNDINAMARCA,BOGOTÁ D.C. (CT),SANTA ISABEL E-14,VIAS PUBLICAS,SIN EMPLEO DE ARMAS,11001000,AUTOMOVIL,CHEVROLET,LINEA STANDARD,-,GRIS
12/01/18,CUNDINAMARCA,BOGOTÁ D.C. (CT),URB. PINOS DE LOMBARDIA E-11,VIAS PUBLICAS,LLAVE MAESTRA,11001000,CAMIONETA,CHEVROLET,LUV TFR LWB,1995,AZUL
12/01/18,CUNDINAMARCA,BOGOTÁ D.C. (CT),RESTREPO E-15,VIAS PUBLICAS,LLAVE MAESTRA,11001000,AUTOMOVIL,CHEVROLET,CHEVETTE,1993,VERDE
12/01/18,CUNDINAMARCA,BOGOTÁ D.C. (CT),LA RIVIERA E-10,VIAS PUBLICAS,ESCOPOLAMINA,11001000,CAMION,HINO,XZU343L-HKMMA3,2012,BLANCO
12/01/18,CUNDINAMARCA,BOGOTÁ D.C. (CT),SAN ISIDRO E-4,VIAS PUBLICAS,ARMA DE FUEGO,11001000,AUTOMOVIL,HYUNDAI,I10GL,2009,AZUL
12/01/18,CUNDINAMARCA,BOGOTÁ D.C. (CT),VILLAS DEL MADRIGAL E-10,VIAS PUBLICAS,ARMA BLANCA / CORTOPUNZANTE,11001000,AUTOMOVIL,CHEVROLET,SAIL,2013,BEIGE
12/01/18,CUNDINAMARCA,BOGOTÁ D.C. (CT),URB. EL REMANSO E-16,VIAS PUBLICAS,LLAVE MAESTRA,11001000,AUTOMOVIL,CHEVROLET,SPARK,2015,ROJO
12/01/18,CUNDINAMARCA,BOGOTÁ D.C. (CT),GRANADA SUR E-4,VIAS PUBLICAS,SIN EMPLEO DE ARMAS,11001000,CAMPERO,TOYOTA,PRADO VXM,2004,GRIS
12/01/18,CUNDINAMARCA,SOACHA,SAN MATEO,VIAS PUBLICAS,LLAVE MAESTRA,25754000,AUTOMOVIL,DAEWOO,LINEA STANDARD,1998,GRIS
12/01/18,MAGDALENA,SANTA MARTA (CT),MANZANARES,VIAS PUBLICAS,ARMA DE FUEGO,47001000,AUTOMOVIL,CHEVROLET,SPARK GT,2018,BLANCO
12/01/18,META,VILLAVICENCIO (CT),MULTIFAMILIAR LOS CENTAUROS,VIAS PUBLICAS,SIN EMPLEO DE ARMAS,50001000,CAMIONETA,CHEVROLET,VITARA,2012,PLATEADO
12/01/18,NARIÑO,IPIALES,SAGRADO CORAZON DE JESUS,VIAS PUBLICAS,SIN EMPLEO DE ARMAS,52356000,AUTOMOVIL,RENAULT,LINEA STANDARD,1989,BLANCO
12/01/18,VALLE,CALI (CT),NUEVA GRANADA E19,VIAS PUBLICAS,ARMA DE FUEGO,76001000,AUTOMOVIL,CHEVROLET,LINEA STANDARD,2010,NEGRO
12/01/18,VALLE,CALI (CT),JORGE ISAACS E4,TALLERES,LLAVE MAESTRA,76001000,CAMIONETA,KIA,SORENTO,2000,NEGRO
12/01/18,VALLE,CALI (CT),URB. RIO LILI E22,VIAS PUBLICAS,LLAVE MAESTRA,76001000,CAMIONETA,KIA,NEW SPORTAGE LX,2015,PLATEADO
12/01/18,VALLE,CALI (CT),GRANADA E2,VIAS PUBLICAS,LLAVE MAESTRA,76001000,AUTOMOVIL,CHEVROLET,AVEO,2010,GRIS
12/01/18,VALLE,CALI (CT),PAMPA LINDA E19,VIAS PUBLICAS,LLAVE MAESTRA,76001000,AUTOMOVIL,HYUNDAI,i 10,2012,AZUL
12/01/18,VALLE,CALI (CT),PARCELACIONES PANCE E22,VIAS PUBLICAS,LLAVE MAESTRA,76001000,AUTOMOVIL,MAZDA,323 HB,1991,ROJO
12/01/18,VALLE,CALI (CT),CIUDAD DE LOS ALAMOS E2,VIAS PUBLICAS,LLAVE MAESTRA,76001000,CAMIONETA,KIA,NEW SPORTAGE LX,2014,PLATEADO
12/01/18,VALLE,CALI (CT),PRADOS DEL NORTE E2,VIAS PUBLICAS,LLAVE MAESTRA,76001000,AUTOMOVIL,HYUNDAI,I10 GL 1.1,2012,GRIS
12/01/18,VALLE,CALI (CT),SAN ANTONIO E3,VIAS PUBLICAS,LLAVE MAESTRA,76001000,AUTOMOVIL,MAZDA,6,2017,AZUL
12/01/18,VALLE,CALI (CT),GRANADA E2,VIAS PUBLICAS,LLAVE MAESTRA,76001000,CAMIONETA,KIA,SPORTAGE,2017,GRIS
12/01/18,VALLE,CARTAGO,VIA CARTAGO - ALCALA,VIAS PUBLICAS,ARMA DE FUEGO,76147000,AUTOMOVIL,MAZDA,6LFNA4,2004,GRIS
13/01/18,ANTIOQUIA,GUARNE,JUAN XXIII,VIAS PUBLICAS,SIN EMPLEO DE ARMAS,5318000,VEHICULO-PANEL,MAZDA,323 NT,1994,GRIS
13/01/18,ANTIOQUIA,ITAGUI,BARILOCHE,FRENTE A RESIDENCIAS - VIA PUBLICA,SIN EMPLEO DE ARMAS,5360000,AUTOMOVIL,RENAULT,R 9 BRIO,1994,BLANCO
13/01/18,ANTIOQUIA,MEDELLÍN (CT),VDA. JALISCO S.C.,CARRETERA,ARMA DE FUEGO,5001000,AUTOMOVIL,MAZDA,2,2014,PLATA NIQUEL
13/01/18,ANTIOQUIA,MEDELLÍN (CT),LAURELES C-11,VIAS PUBLICAS,SIN EMPLEO DE ARMAS,5001000,CAMPERO,CHEVROLET,TROOPER,1996,BLANCO
13/01/18,ANTIOQUIA,SABANETA,CALLE LARGA,VIAS PUBLICAS,ARMA DE FUEGO,5631000,AUTOMOVIL,MAZDA,3,2016,GRIS
13/01/18,ATLÁNTICO,BARRANQUILLA (CT),COLOMBIA,VIAS PUBLICAS,LLAVE MAESTRA,8001000,CAMIONETA,FORD,F26DC3,2007,BLANCO
13/01/18,ATLÁNTICO,BARRANQUILLA (CT),LA MANGA,VIAS PUBLICAS,SIN EMPLEO DE ARMAS,8001000,CAMIONETA,CHEVROLET,N300,2014,PLATA
13/01/18,CAUCA,POPAYÁN (CT),OBRERO,VIAS PUBLICAS,LLAVE MAESTRA,19001000,AUTOMOVIL,MAZDA,LINEA STANDARD,1991,GRIS
13/01/18,CAUCA,SANTANDER DE QUILICHAO,CENTRO,VIAS PUBLICAS,LLAVE MAESTRA,19698000,CAMIONETA,CHEVROLET,VITARA,2006,BLANCO
13/01/18,CAUCA,TIMBÍO,OSPINA PEREZ,VIAS PUBLICAS,LLAVE MAESTRA,19807000,CAMPERO,CHEVROLET,SAMURAI,1997,VINOTINTO
13/01/18,CAUCA,TIMBÍO,OSPINA PEREZ,VIAS PUBLICAS,LLAVE MAESTRA,19807000,CAMIONETA,MAZDA,BT 50,2011,BLANCO
13/01/18,CESAR,VALLEDUPAR (CT),MAREIGUA,VIAS PUBLICAS,LLAVE MAESTRA,20001000,AUTOMOVIL,MAZDA,323 HB,1987,PERLA
13/01/18,CUNDINAMARCA,BOGOTÁ D.C. (CT),CIUDADELA COLSUBSIDIO E-10,VIAS PUBLICAS,LLAVE MAESTRA,11001000,AUTOMOVIL,CHEVROLET,SPARK,2011,ROJO
13/01/18,CUNDINAMARCA,BOGOTÁ D.C. (CT),EL PARAISO E-2,VIAS PUBLICAS,ARMA DE FUEGO,11001000,CAMIONETA,MAZDA,CX-7,2012,GRIS
13/01/18,CUNDINAMARCA,BOGOTÁ D.C. (CT),GILMAR E-11,VIAS PUBLICAS,LLAVE MAESTRA,11001000,CAMIONETA,MAZDA,B 2200,1998,ESTRATO DE PERLA
13/01/18,CUNDINAMARCA,BOGOTÁ D.C. (CT),TEUSAQUILLO E-13,VIAS PUBLICAS,SIN EMPLEO DE ARMAS,11001000,AUTOMOVIL,CHEVROLET,SONIC,2015,NEGRO GRAFITO
13/01/18,CUNDINAMARCA,BOGOTÁ D.C. (CT),LAS MARGARITAS E-8,VIAS PUBLICAS,LLAVE MAESTRA,11001000,AUTOMOVIL,HYUNDAI,ATOS PRIME GL,2010,CHAMPAÑA
13/01/18,CUNDINAMARCA,BOGOTÁ D.C. (CT),URB. SAN EUSEBIO E-16,VIAS PUBLICAS,LLAVE MAESTRA,11001000,CAMIONETA,MAZDA,-,2012,PLATEADO
13/01/18,CUNDINAMARCA,BOGOTÁ D.C. (CT),ALAMEDA DE TIMIZA E-8,BAHIA,LLAVE MAESTRA,11001000,CAMIONETA,NISSAN,D22/NP300,2014,BLANCO
13/01/18,CUNDINAMARCA,BOGOTÁ D.C. (CT),BOYACA REAL E-10,VIAS PUBLICAS,SIN EMPLEO DE ARMAS,11001000,CAMIONETA,KIA,NEW CARENS EX,2012,PLATA
13/01/18,CUNDINAMARCA,BOGOTÁ D.C. (CT),CEDRO GOLF EL RODEO E-1,VIAS PUBLICAS,ARMA DE FUEGO,11001000,AUTOMOVIL,RENAULT,TWINGO,2009,NEGRO GRAFITO
13/01/18,CUNDINAMARCA,SOACHA,EL BOSQUE SAN MATEO,FRENTE A RESIDENCIAS - VIA PUBLICA,LLAVE MAESTRA,25754000,AUTOMOVIL,MAZDA,626 GLX,1991,ROJO
13/01/18,NARIÑO,CONTADERO,CENTRO,VIAS PUBLICAS,SIN EMPLEO DE ARMAS,52210000,AUTOMOVIL,CHEVROLET,SWIFT,1995,CELESTE
13/01/18,RISARALDA,PEREIRA (CT),GALICIA ALTA,CONJUNTO RESIDENCIAL,LLAVE MAESTRA,66001000,AUTOMOVIL,MAZDA,3,2018,BLANCO
13/01/18,TOLIMA,FLANDES,VARIANTE,VIAS PUBLICAS,ARMA DE FUEGO,73275000,CARROTANQUE,HEIL TRAILER INTERNATIONAL,LINEA STANDARD,2012,AMARILLO
13/01/18,VALLE,CALI (CT),LILI E17,BAHIA,LLAVE MAESTRA,76001000,CAMIONETA,CHEVROLET,LUV D-MAX 2.5L 4X2,2002,VINOTINTO
13/01/18,VALLE,CALI (CT),SAN VICENTE E2,VIAS PUBLICAS,LLAVE MAESTRA,76001000,CAMIONETA,MAZDA,B25D47,2008,GRIS
13/01/18,VALLE,CALI (CT),BRISAS DE LOS ALAMOS E2,VIAS PUBLICAS,LLAVE MAESTRA,76001000,AUTOMOVIL,CHEVROLET,AVEO FAMILY,2012,BLANCO
13/01/18,VALLE,CALI (CT),LILI E17,PARQUEADERO,LLAVE MAESTRA,76001000,CAMIONETA,KIA,SPORTAGE,2017,AZUL
13/01/18,VALLE,CALI (CT),VALLE GRANDE E21,PARQUEADERO,LLAVE MAESTRA,76001000,AUTOMOVIL,CHEVROLET,AVEO GTI 1.6L MT ED. ESPECIAL,2009,GRIS
13/01/18,VALLE,ZARZAL,VIA LA PAILA - ARMENIA,TRAMO DE VIA,ARMA DE FUEGO,76895000,CAMION,CHEVROLET,LINEA STANDARD,1990,ROJO - BLANCO
26/01/18,VALLE,CALI (CT),CIUDAD CAPRI E17,VIAS PUBLICAS,LLAVE MAESTRA,76001000,AUTOMOVIL,MAZDA,323,1991,PLATA
14/01/18,ANTIOQUIA,GUARNE,BATEA SECA,VIAS PUBLICAS,ARMA DE FUEGO,5318000,VEHICULO-PANEL,CHEVROLET,CAPTIVA,2010,GRIS
14/01/18,ANTIOQUIA,ITAGUI,SIMON BOLIVAR,APARTAMENTO EN CONJUNTO CERRADO,LLAVE MAESTRA,5360000,AUTOMOVIL,MAZDA,323,1984,AZUL
14/01/18,ANTIOQUIA,MEDELLÍN (CT),CONQUISTADORES C-11,VIAS PUBLICAS,ARMA DE FUEGO,5001000,AUTOMOVIL,RENAULT,CLIO COOL,2008,BLANCO
14/01/18,ANTIOQUIA,MEDELLÍN (CT),VDA. LA CUCHILLA S.C.,CARRETERA,SIN EMPLEO DE ARMAS,5001000,CAMIONETA,TOYOTA,PRADO VXM,2005,BLANCO
14/01/18,CASANARE,VILLANUEVA,BUENOS AIRES,FINCAS Y SIMILARES,ARMA DE FUEGO,85440000,CAMIONETA,TOYOTA,HILUX,2017,PLATEADO
14/01/18,CUNDINAMARCA,BOGOTÁ D.C. (CT),ALAMOS SUR E-10,VIAS PUBLICAS,LLAVE MAESTRA,11001000,AUTOMOVIL,CHEVROLET,AVEO,2009,NEGRO
14/01/18,CUNDINAMARCA,BOGOTÁ D.C. (CT),EL CARMELO E-8,VIAS PUBLICAS,LLAVE MAESTRA,11001000,CAMPERO,FORD,BRONCO ELITE XLT,1996,BEIGE
14/01/18,CUNDINAMARCA,BOGOTÁ D.C. (CT),LAS MARGARITAS E-7,PARQUEADERO,LLAVE MAESTRA,11001000,AUTOMOVIL,HYUNDAI,ATOS PRIME GL,2012,PLATA
14/01/18,CUNDINAMARCA,BOGOTÁ D.C. (CT),LA GRANJA E-10,VIAS PUBLICAS,ARMA BLANCA / CORTOPUNZANTE,11001000,CAMPERO,RENAULT,DUSTER DYNAMIQUE 4X4,2017,BLANCO
14/01/18,CUNDINAMARCA,BOGOTÁ D.C. (CT),OLAYA E-18,BAHIA,LLAVE MAESTRA,11001000,AUTOMOVIL,KIA,PICANTO LX,2017,PLATA
